Date,Value
"Dec 13, 2019",0.07%
"Dec 1, 2019",0.09%
"Nov 1, 2019",0.12%
"Oct 1, 2019",0.12%
"Sep 1, 2019",0.13%
"Aug 1, 2019",0.07%
"Jul 1, 2019",0.27%
"Jun 1, 2019",0.32%
"May 1, 2019",0.52%
"Apr 1, 2019",0.54%
"Mar 1, 2019",0.60%
"Feb 1, 2019",0.76%
"Jan 1, 2019",0.91%
"Dec 1, 2018",1.04%
"Nov 1, 2018",1.11%
"Oct 1, 2018",1.02%
"Sep 1, 2018",0.88%
"Aug 1, 2018",0.79%
"Jul 1, 2018",0.76%
"Jun 1, 2018",0.76%
"May 1, 2018",0.82%
"Apr 1, 2018",0.72%
"Mar 1, 2018",0.71%
"Feb 1, 2018",0.73%
"Jan 1, 2018",0.51%
"Dec 1, 2017",0.48%
"Nov 1, 2017",0.44%
"Oct 1, 2017",0.42%
"Sep 1, 2017",0.31%
"Aug 1, 2017",0.35%
"Jul 1, 2017",0.42%
"Jun 1, 2017",0.32%
"May 1, 2017",0.29%
"Apr 1, 2017",0.28%
"Mar 1, 2017",0.42%
"Feb 1, 2017",0.29%
"Jan 1, 2017",0.27%
"Dec 1, 2016",0.36%
"Nov 1, 2016",0.12%
"Oct 1, 2016",-0.10%
"Sep 1, 2016",-0.05%
"Aug 1, 2016",-0.06%
"Jul 1, 2016",-0.16%
"Jun 1, 2016",-0.08%
"May 1, 2016",-0.04%
"Apr 1, 2016",-0.03%
"Mar 1, 2016",0.15%
"Feb 1, 2016",0.30%
"Jan 1, 2016",0.49%
"Dec 1, 2015",0.59%
"Nov 1, 2015",0.55%
"Oct 1, 2015",0.39%
"Sep 1, 2015",0.52%
"Aug 1, 2015",0.49%
"Jul 1, 2015",0.42%
"Jun 1, 2015",0.39%
"May 1, 2015",0.27%
"Apr 1, 2015",-0.01%
"Mar 1, 2015",0.23%
"Feb 1, 2015",0.22%
"Jan 1, 2015",0.24%
"Dec 1, 2014",0.47%
