Date,Value
"Dec 13, 2019",0.12%
"Dec 1, 2019",0.13%
"Nov 1, 2019",0.17%
"Oct 1, 2019",0.15%
"Sep 1, 2019",0.11%
"Aug 1, 2019",0.04%
"Jul 1, 2019",0.31%
"Jun 1, 2019",0.37%
"May 1, 2019",0.57%
"Apr 1, 2019",0.59%
"Mar 1, 2019",0.66%
"Feb 1, 2019",0.80%
"Jan 1, 2019",0.92%
"Dec 1, 2018",1.02%
"Nov 1, 2018",1.11%
"Oct 1, 2018",1.04%
"Sep 1, 2018",0.88%
"Aug 1, 2018",0.79%
"Jul 1, 2018",0.77%
"Jun 1, 2018",0.79%
"May 1, 2018",0.84%
"Apr 1, 2018",0.74%
"Mar 1, 2018",0.75%
"Feb 1, 2018",0.76%
"Jan 1, 2018",0.54%
"Dec 1, 2017",0.50%
"Nov 1, 2017",0.49%
"Oct 1, 2017",0.50%
"Sep 1, 2017",0.37%
"Aug 1, 2017",0.43%
"Jul 1, 2017",0.55%
"Jun 1, 2017",0.46%
"May 1, 2017",0.47%
"Apr 1, 2017",0.39%
"Mar 1, 2017",0.48%
"Feb 1, 2017",0.40%
"Jan 1, 2017",0.42%
"Dec 1, 2016",0.56%
"Nov 1, 2016",0.32%
"Oct 1, 2016",0.10%
"Sep 1, 2016",0.12%
"Aug 1, 2016",0.09%
"Jul 1, 2016",0.04%
"Jun 1, 2016",0.17%
"May 1, 2016",0.21%
"Apr 1, 2016",0.19%
"Mar 1, 2016",0.34%
"Feb 1, 2016",0.47%
"Jan 1, 2016",0.67%
"Dec 1, 2015",0.73%
"Nov 1, 2015",0.69%
"Oct 1, 2015",0.57%
"Sep 1, 2015",0.65%
"Aug 1, 2015",0.56%
"Jul 1, 2015",0.50%
"Jun 1, 2015",0.50%
"May 1, 2015",0.33%
"Apr 1, 2015",0.08%
"Mar 1, 2015",0.28%
"Feb 1, 2015",0.26%
"Jan 1, 2015",0.27%
"Dec 1, 2014",0.51%
"Nov 1, 2014",0.45%
"Oct 1, 2014",0.38%
"Sep 1, 2014",0.46%
"Aug 1, 2014",0.22%
"Jul 1, 2014",0.28%
"Jun 1, 2014",0.37%
"May 1, 2014",0.37%
"Apr 1, 2014",0.54%
"Mar 1, 2014",0.56%
"Feb 1, 2014",0.55%
"Jan 1, 2014",0.63%
"Dec 1, 2013",0.74%
"Nov 1, 2013",0.55%
"Oct 1, 2013",0.43%
"Sep 1, 2013",0.66%
"Aug 1, 2013",0.55%
"Jul 1, 2013",0.46%
"Jun 1, 2013",0.25%
"May 1, 2013",-0.35%
"Apr 1, 2013",-0.65%
"Mar 1, 2013",-0.58%
"Feb 1, 2013",-0.57%
"Jan 1, 2013",-0.61%
