Date,Value
"Dec 13, 2019",1.54%
"Dec 1, 2019",1.57%
"Nov 1, 2019",1.57%
"Oct 1, 2019",1.61%
"Sep 1, 2019",1.80%
"Aug 1, 2019",1.77%
"Jul 1, 2019",1.96%
"Jun 1, 2019",2.00%
"May 1, 2019",2.34%
"Apr 1, 2019",2.42%
"Mar 1, 2019",2.49%
"Feb 1, 2019",2.55%
"Jan 1, 2019",2.58%
"Dec 1, 2018",2.66%
"Nov 1, 2018",2.70%
"Oct 1, 2018",2.65%
"Sep 1, 2018",2.56%
"Aug 1, 2018",2.45%
"Jul 1, 2018",2.39%
"Jun 1, 2018",2.33%
"May 1, 2018",2.27%
"Apr 1, 2018",2.15%
"Mar 1, 2018",2.06%
"Feb 1, 2018",1.96%
"Jan 1, 2018",1.80%
"Dec 1, 2017",1.70%
"Nov 1, 2017",1.56%
"Oct 1, 2017",1.40%
"Sep 1, 2017",1.28%
"Aug 1, 2017",1.23%
"Jul 1, 2017",1.22%
"Jun 1, 2017",1.20%
"May 1, 2017",1.12%
"Apr 1, 2017",0.99%
"Mar 1, 2017",1.01%
"Feb 1, 2017",0.82%
"Jan 1, 2017",0.83%
"Dec 1, 2016",0.87%
"Nov 1, 2016",0.74%
"Oct 1, 2016",0.66%
"Sep 1, 2016",0.59%
"Aug 1, 2016",0.57%
"Jul 1, 2016",0.51%
"Jun 1, 2016",0.55%
"May 1, 2016",0.59%
"Apr 1, 2016",0.56%
"Mar 1, 2016",0.66%
"Feb 1, 2016",0.53%
"Jan 1, 2016",0.54%
"Dec 1, 2015",0.65%
"Nov 1, 2015",0.48%
"Oct 1, 2015",0.26%
"Sep 1, 2015",0.37%
"Aug 1, 2015",0.38%
"Jul 1, 2015",0.30%
"Jun 1, 2015",0.28%
"May 1, 2015",0.24%
"Apr 1, 2015",0.23%
"Mar 1, 2015",0.25%
"Feb 1, 2015",0.22%
"Jan 1, 2015",0.20%
"Dec 1, 2014",0.21%
"Nov 1, 2014",0.13%
"Oct 1, 2014",0.10%
"Sep 1, 2014",0.11%
"Aug 1, 2014",0.11%
"Jul 1, 2014",0.11%
"Jun 1, 2014",0.10%
"May 1, 2014",0.10%
"Apr 1, 2014",0.11%
"Mar 1, 2014",0.13%
"Feb 1, 2014",0.12%
"Jan 1, 2014",0.12%
"Dec 1, 2013",0.13%
"Nov 1, 2013",0.12%
"Oct 1, 2013",0.12%
"Sep 1, 2013",0.12%
"Aug 1, 2013",0.13%
"Jul 1, 2013",0.12%
"Jun 1, 2013",0.14%
"May 1, 2013",0.12%
"Apr 1, 2013",0.12%
"Mar 1, 2013",0.15%
"Feb 1, 2013",0.16%
"Jan 1, 2013",0.15%
"Dec 1, 2012",0.16%
"Nov 1, 2012",0.18%
"Oct 1, 2012",0.18%
"Sep 1, 2012",0.18%
"Aug 1, 2012",0.18%
"Jul 1, 2012",0.19%
"Jun 1, 2012",0.19%
"May 1, 2012",0.19%
"Apr 1, 2012",0.18%
"Mar 1, 2012",0.19%
"Feb 1, 2012",0.16%
"Jan 1, 2012",0.12%
"Dec 1, 2011",0.12%
"Nov 1, 2011",0.11%
"Oct 1, 2011",0.11%
"Sep 1, 2011",0.10%
"Aug 1, 2011",0.11%
"Jul 1, 2011",0.19%
"Jun 1, 2011",0.18%
"May 1, 2011",0.19%
"Apr 1, 2011",0.25%
"Mar 1, 2011",0.26%
"Feb 1, 2011",0.29%
"Jan 1, 2011",0.27%
"Dec 1, 2010",0.29%
"Nov 1, 2010",0.25%
"Oct 1, 2010",0.23%
"Sep 1, 2010",0.26%
"Aug 1, 2010",0.26%
"Jul 1, 2010",0.29%
"Jun 1, 2010",0.32%
"May 1, 2010",0.37%
"Apr 1, 2010",0.44%
"Mar 1, 2010",0.40%
"Feb 1, 2010",0.35%
"Jan 1, 2010",0.35%
"Dec 1, 2009",0.37%
"Nov 1, 2009",0.31%
"Oct 1, 2009",0.37%
"Sep 1, 2009",0.40%
"Aug 1, 2009",0.46%
"Jul 1, 2009",0.48%
"Jun 1, 2009",0.51%
"May 1, 2009",0.50%
"Apr 1, 2009",0.55%
"Mar 1, 2009",0.64%
"Feb 1, 2009",0.62%
"Jan 1, 2009",0.44%
"Dec 1, 2008",0.49%
"Nov 1, 2008",1.07%
"Oct 1, 2008",1.42%
"Sep 1, 2008",1.91%
