Date,Value
"Dec 13, 2019",1.76%
"Dec 1, 2019",1.74%
"Nov 1, 2019",1.74%
"Oct 1, 2019",1.62%
"Sep 1, 2019",1.64%
"Aug 1, 2019",1.55%
"Jul 1, 2019",1.93%
"Jun 1, 2019",1.95%
"May 1, 2019",2.29%
"Apr 1, 2019",2.43%
"Mar 1, 2019",2.47%
"Feb 1, 2019",2.57%
"Jan 1, 2019",2.61%
"Dec 1, 2018",2.75%
"Nov 1, 2018",3.04%
"Oct 1, 2018",3.09%
"Sep 1, 2018",2.96%
"Aug 1, 2018",2.84%
"Jul 1, 2018",2.85%
"Jun 1, 2018",2.87%
"May 1, 2018",2.93%
"Apr 1, 2018",2.82%
"Mar 1, 2018",2.77%
"Feb 1, 2018",2.78%
"Jan 1, 2018",2.51%
"Dec 1, 2017",2.32%
"Nov 1, 2017",2.23%
"Oct 1, 2017",2.20%
"Sep 1, 2017",2.03%
"Aug 1, 2017",2.03%
"Jul 1, 2017",2.13%
"Jun 1, 2017",2.01%
"May 1, 2017",2.11%
"Apr 1, 2017",2.00%
"Mar 1, 2017",2.30%
"Feb 1, 2017",2.22%
"Jan 1, 2017",2.23%
"Dec 1, 2016",2.29%
"Nov 1, 2016",1.93%
"Oct 1, 2016",1.56%
"Sep 1, 2016",1.46%
"Aug 1, 2016",1.40%
"Jul 1, 2016",1.33%
"Jun 1, 2016",1.44%
"May 1, 2016",1.60%
"Apr 1, 2016",1.57%
"Mar 1, 2016",1.68%
"Feb 1, 2016",1.53%
"Jan 1, 2016",1.85%
"Dec 1, 2015",2.04%
"Nov 1, 2015",2.02%
"Oct 1, 2015",1.76%
"Sep 1, 2015",1.88%
"Aug 1, 2015",1.91%
"Jul 1, 2015",2.04%
"Jun 1, 2015",2.10%
"May 1, 2015",1.93%
"Apr 1, 2015",1.69%
"Mar 1, 2015",1.84%
"Feb 1, 2015",1.79%
"Jan 1, 2015",1.67%
"Dec 1, 2014",1.98%
"Nov 1, 2014",2.03%
"Oct 1, 2014",1.98%
"Sep 1, 2014",2.22%
"Aug 1, 2014",2.08%
"Jul 1, 2014",2.17%
"Jun 1, 2014",2.19%
"May 1, 2014",2.12%
"Apr 1, 2014",2.27%
"Mar 1, 2014",2.23%
"Feb 1, 2014",2.15%
"Jan 1, 2014",2.29%
"Dec 1, 2013",2.29%
"Nov 1, 2013",2.07%
"Oct 1, 2013",1.99%
"Sep 1, 2013",2.22%
"Aug 1, 2013",2.15%
"Jul 1, 2013",1.99%
"Jun 1, 2013",1.71%
"May 1, 2013",1.31%
"Apr 1, 2013",1.15%
"Mar 1, 2013",1.32%
"Feb 1, 2013",1.35%
"Jan 1, 2013",1.30%
"Dec 1, 2012",1.13%
"Nov 1, 2012",1.08%
"Oct 1, 2012",1.15%
"Sep 1, 2012",1.12%
"Aug 1, 2012",1.14%
"Jul 1, 2012",0.98%
"Jun 1, 2012",1.08%
"May 1, 2012",1.21%
"Apr 1, 2012",1.43%
"Mar 1, 2012",1.56%
"Feb 1, 2012",1.37%
"Jan 1, 2012",1.38%
"Dec 1, 2011",1.43%
"Nov 1, 2011",1.45%
"Oct 1, 2011",1.62%
"Sep 1, 2011",1.42%
"Aug 1, 2011",1.63%
"Jul 1, 2011",2.28%
"Jun 1, 2011",2.29%
"May 1, 2011",2.51%
"Apr 1, 2011",2.84%
"Mar 1, 2011",2.80%
"Feb 1, 2011",2.96%
"Jan 1, 2011",2.72%
"Dec 1, 2010",2.66%
"Nov 1, 2010",2.02%
"Oct 1, 2010",1.85%
"Sep 1, 2010",2.05%
"Aug 1, 2010",2.10%
"Jul 1, 2010",2.43%
"Jun 1, 2010",2.66%
"May 1, 2010",2.86%
"Apr 1, 2010",3.28%
"Mar 1, 2010",3.16%
"Feb 1, 2010",3.12%
"Jan 1, 2010",3.21%
"Dec 1, 2009",3.07%
"Nov 1, 2009",2.92%
"Oct 1, 2009",2.96%
"Sep 1, 2009",3.02%
"Aug 1, 2009",3.21%
"Jul 1, 2009",3.14%
"Jun 1, 2009",3.37%
"May 1, 2009",2.81%
"Apr 1, 2009",2.47%
"Mar 1, 2009",2.42%
"Feb 1, 2009",2.30%
"Jan 1, 2009",1.98%
"Dec 1, 2008",1.89%
"Nov 1, 2008",2.82%
"Oct 1, 2008",3.19%
"Sep 1, 2008",3.25%
"Aug 1, 2008",3.46%
"Jul 1, 2008",3.60%
"Jun 1, 2008",3.73%
"May 1, 2008",3.46%
"Apr 1, 2008",3.19%
"Mar 1, 2008",2.93%
"Feb 1, 2008",3.21%
"Jan 1, 2008",3.31%
"Dec 1, 2007",3.74%
"Nov 1, 2007",3.87%
"Oct 1, 2007",4.33%
"Sep 1, 2007",4.33%
"Aug 1, 2007",4.53%
"Jul 1, 2007",4.93%
"Jun 1, 2007",5.05%
"May 1, 2007",4.69%
"Apr 1, 2007",4.62%
"Mar 1, 2007",4.50%
"Feb 1, 2007",4.71%
"Jan 1, 2007",4.75%
"Dec 1, 2006",4.54%
"Nov 1, 2006",4.58%
"Oct 1, 2006",4.69%
"Sep 1, 2006",4.68%
"Aug 1, 2006",4.83%
"Jul 1, 2006",5.05%
"Jun 1, 2006",5.08%
"May 1, 2006",5.03%
"Apr 1, 2006",4.94%
"Mar 1, 2006",4.71%
"Feb 1, 2006",4.56%
"Jan 1, 2006",4.36%
"Dec 1, 2005",4.41%
"Nov 1, 2005",4.48%
"Oct 1, 2005",4.38%
"Sep 1, 2005",4.08%
"Aug 1, 2005",4.18%
"Jul 1, 2005",4.06%
"Jun 1, 2005",3.86%
"May 1, 2005",3.94%
"Apr 1, 2005",4.16%
"Mar 1, 2005",4.33%
"Feb 1, 2005",3.97%
"Jan 1, 2005",3.97%
"Dec 1, 2004",3.93%
"Nov 1, 2004",3.88%
"Oct 1, 2004",3.75%
"Sep 1, 2004",3.75%
"Aug 1, 2004",3.90%
"Jul 1, 2004",4.11%
"Jun 1, 2004",4.35%
"May 1, 2004",4.31%
"Apr 1, 2004",3.89%
"Mar 1, 2004",3.31%
"Feb 1, 2004",3.59%
"Jan 1, 2004",3.65%
"Dec 1, 2003",3.79%
"Nov 1, 2003",3.81%
"Oct 1, 2003",3.75%
"Sep 1, 2003",3.74%
"Aug 1, 2003",3.96%
"Jul 1, 2003",3.45%
"Jun 1, 2003",2.84%
"May 1, 2003",3.07%
"Apr 1, 2003",3.47%
"Mar 1, 2003",3.34%
"Feb 1, 2003",3.45%
"Jan 1, 2003",3.60%
"Dec 1, 2002",3.63%
"Nov 1, 2002",3.64%
"Oct 1, 2002",3.54%
"Sep 1, 2002",3.50%
"Aug 1, 2002",3.88%
"Jul 1, 2002",4.30%
"Jun 1, 2002",4.60%
"May 1, 2002",4.90%
"Apr 1, 2002",5.02%
"Mar 1, 2002",5.14%
"Feb 1, 2002",4.71%
"Jan 1, 2002",4.79%
"Dec 1, 2001",4.86%
"Nov 1, 2001",4.42%
"Oct 1, 2001",4.31%
"Sep 1, 2001",4.51%
"Aug 1, 2001",4.84%
"Jul 1, 2001",5.06%
"Jun 1, 2001",5.14%
"May 1, 2001",5.24%
"Apr 1, 2001",5.03%
"Mar 1, 2001",4.88%
"Feb 1, 2001",5.10%
"Jan 1, 2001",5.13%
"Dec 1, 2000",5.28%
"Nov 1, 2000",5.78%
"Oct 1, 2000",5.84%
"Sep 1, 2000",5.98%
"Aug 1, 2000",6.05%
"Jul 1, 2000",6.22%
"Jun 1, 2000",6.33%
"May 1, 2000",6.69%
"Apr 1, 2000",6.27%
"Mar 1, 2000",6.51%
"Feb 1, 2000",6.72%
"Jan 1, 2000",6.70%
"Dec 1, 1999",6.38%
"Nov 1, 1999",6.17%
"Oct 1, 1999",6.33%
"Sep 1, 1999",6.12%
"Aug 1, 1999",6.15%
"Jul 1, 1999",5.94%
"Jun 1, 1999",6.05%
"May 1, 1999",5.64%
"Apr 1, 1999",5.28%
"Mar 1, 1999",5.36%
"Feb 1, 1999",5.10%
"Jan 1, 1999",4.80%
"Dec 1, 1998",4.65%
"Nov 1, 1998",4.78%
"Oct 1, 1998",4.46%
"Sep 1, 1998",4.76%
"Aug 1, 1998",5.36%
"Jul 1, 1998",5.52%
"Jun 1, 1998",5.56%
"May 1, 1998",5.72%
"Apr 1, 1998",5.70%
"Mar 1, 1998",5.71%
"Feb 1, 1998",5.60%
"Jan 1, 1998",5.53%
"Dec 1, 1997",5.83%
"Nov 1, 1997",5.90%
"Oct 1, 1997",6.05%
"Sep 1, 1997",6.20%
"Aug 1, 1997",6.29%
"Jul 1, 1997",6.20%
"Jun 1, 1997",6.46%
"May 1, 1997",6.66%
"Apr 1, 1997",6.86%
"Mar 1, 1997",6.65%
"Feb 1, 1997",6.32%
"Jan 1, 1997",6.47%
"Dec 1, 1996",6.20%
"Nov 1, 1996",6.10%
"Oct 1, 1996",6.42%
"Sep 1, 1996",6.73%
"Aug 1, 1996",6.51%
"Jul 1, 1996",6.76%
"Jun 1, 1996",6.83%
"May 1, 1996",6.66%
"Apr 1, 1996",6.48%
"Mar 1, 1996",6.19%
"Feb 1, 1996",5.64%
"Jan 1, 1996",5.54%
"Dec 1, 1995",5.63%
"Nov 1, 1995",5.83%
"Oct 1, 1995",5.97%
"Sep 1, 1995",6.13%
"Aug 1, 1995",6.41%
"Jul 1, 1995",6.20%
"Jun 1, 1995",6.05%
"May 1, 1995",6.50%
"Apr 1, 1995",6.95%
"Mar 1, 1995",7.14%
"Feb 1, 1995",7.44%
"Jan 1, 1995",7.79%
"Dec 1, 1994",7.80%
"Nov 1, 1994",7.83%
"Oct 1, 1994",7.58%
"Sep 1, 1994",7.28%
"Aug 1, 1994",7.06%
"Jul 1, 1994",7.12%
"Jun 1, 1994",6.91%
"May 1, 1994",7.01%
"Apr 1, 1994",6.80%
"Mar 1, 1994",6.28%
"Feb 1, 1994",5.72%
"Jan 1, 1994",5.43%
"Dec 1, 1993",5.48%
"Nov 1, 1993",5.45%
"Oct 1, 1993",5.05%
"Sep 1, 1993",5.08%
"Aug 1, 1993",5.35%
"Jul 1, 1993",5.48%
"Jun 1, 1993",5.61%
"May 1, 1993",5.66%
"Apr 1, 1993",5.59%
"Mar 1, 1993",5.66%
"Feb 1, 1993",5.87%
"Jan 1, 1993",6.26%
"Dec 1, 1992",6.46%
"Nov 1, 1992",6.49%
"Oct 1, 1992",6.15%
"Sep 1, 1992",5.96%
"Aug 1, 1992",6.12%
"Jul 1, 1992",6.36%
"Jun 1, 1992",6.90%
"May 1, 1992",7.06%
"Apr 1, 1992",7.15%
"Mar 1, 1992",7.26%
