Date,Value
"Dec 13, 2019",2.11%
"Dec 1, 2019",2.11%
"Nov 1, 2019",2.13%
"Oct 1, 2019",2.00%
"Sep 1, 2019",1.97%
"Aug 1, 2019",1.91%
"Jul 1, 2019",2.36%
"Jun 1, 2019",2.36%
"May 1, 2019",2.63%
"Apr 1, 2019",2.76%
"Mar 1, 2019",2.80%
"Feb 1, 2019",2.87%
"Jan 1, 2019",2.89%
"Dec 1, 2018",2.98%
"Nov 1, 2018",3.27%
"Oct 1, 2018",3.27%
"Sep 1, 2018",3.08%
"Aug 1, 2018",2.97%
"Jul 1, 2018",2.94%
"Jun 1, 2018",2.98%
"May 1, 2018",3.05%
"Apr 1, 2018",2.96%
"Mar 1, 2018",2.97%
"Feb 1, 2018",3.02%
"Jan 1, 2018",2.73%
"Dec 1, 2017",2.60%
"Nov 1, 2017",2.60%
"Oct 1, 2017",2.65%
"Sep 1, 2017",2.53%
"Aug 1, 2017",2.55%
"Jul 1, 2017",2.65%
"Jun 1, 2017",2.54%
"May 1, 2017",2.70%
"Apr 1, 2017",2.53%
"Mar 1, 2017",2.83%
"Feb 1, 2017",2.76%
"Jan 1, 2017",2.75%
"Dec 1, 2016",2.84%
"Nov 1, 2016",2.54%
"Oct 1, 2016",2.17%
"Sep 1, 2016",2.02%
"Aug 1, 2016",1.89%
"Jul 1, 2016",1.82%
"Jun 1, 2016",2.02%
"May 1, 2016",2.22%
"Apr 1, 2016",2.21%
"Mar 1, 2016",2.28%
"Feb 1, 2016",2.20%
"Jan 1, 2016",2.49%
"Dec 1, 2015",2.61%
"Nov 1, 2015",2.69%
"Oct 1, 2015",2.50%
"Sep 1, 2015",2.62%
"Aug 1, 2015",2.55%
"Jul 1, 2015",2.77%
"Jun 1, 2015",2.85%
"May 1, 2015",2.69%
"Apr 1, 2015",2.33%
"Mar 1, 2015",2.41%
"Feb 1, 2015",2.34%
"Jan 1, 2015",2.20%
"Dec 1, 2014",2.55%
"Nov 1, 2014",2.76%
"Oct 1, 2014",2.77%
"Sep 1, 2014",3.01%
"Aug 1, 2014",2.94%
"Jul 1, 2014",3.07%
"Jun 1, 2014",3.15%
"May 1, 2014",3.12%
"Apr 1, 2014",3.27%
"Mar 1, 2014",3.35%
"Feb 1, 2014",3.38%
"Jan 1, 2014",3.52%
"Dec 1, 2013",3.63%
"Nov 1, 2013",3.50%
"Oct 1, 2013",3.38%
"Sep 1, 2013",3.53%
"Aug 1, 2013",3.49%
"Jul 1, 2013",3.31%
"Jun 1, 2013",3.07%
"May 1, 2013",2.73%
"Apr 1, 2013",2.55%
"Mar 1, 2013",2.78%
"Feb 1, 2013",2.78%
"Jan 1, 2013",2.68%
"Dec 1, 2012",2.47%
"Nov 1, 2012",2.39%
"Oct 1, 2012",2.51%
"Sep 1, 2012",2.49%
"Aug 1, 2012",2.40%
"Jul 1, 2012",2.22%
"Jun 1, 2012",2.31%
"May 1, 2012",2.53%
"Apr 1, 2012",2.82%
"Mar 1, 2012",2.94%
"Feb 1, 2012",2.75%
"Jan 1, 2012",2.69%
"Dec 1, 2011",2.67%
"Nov 1, 2011",2.72%
"Oct 1, 2011",2.87%
"Sep 1, 2011",2.83%
"Aug 1, 2011",3.24%
"Jul 1, 2011",3.95%
"Jun 1, 2011",3.91%
"May 1, 2011",4.01%
"Apr 1, 2011",4.28%
"Mar 1, 2011",4.27%
"Feb 1, 2011",4.42%
"Jan 1, 2011",4.28%
"Dec 1, 2010",4.17%
"Nov 1, 2010",3.82%
"Oct 1, 2010",3.52%
"Sep 1, 2010",3.47%
"Aug 1, 2010",3.52%
"Jul 1, 2010",3.80%
"Jun 1, 2010",3.95%
"May 1, 2010",4.11%
"Apr 1, 2010",4.53%
"Mar 1, 2010",4.49%
"Feb 1, 2010",4.48%
"Jan 1, 2010",4.50%
"Dec 1, 2009",4.40%
"Nov 1, 2009",4.24%
"Oct 1, 2009",4.16%
"Sep 1, 2009",4.14%
"Aug 1, 2009",4.33%
"Jul 1, 2009",4.38%
"Jun 1, 2009",4.51%
"May 1, 2009",4.22%
"Apr 1, 2009",3.84%
"Mar 1, 2009",3.78%
"Feb 1, 2009",3.83%
"Jan 1, 2009",3.46%
"Dec 1, 2008",3.18%
"Nov 1, 2008",4.27%
"Oct 1, 2008",4.45%
"Sep 1, 2008",4.32%
"Aug 1, 2008",4.53%
"Jul 1, 2008",4.62%
"Jun 1, 2008",4.74%
"May 1, 2008",4.60%
"Apr 1, 2008",4.44%
"Mar 1, 2008",4.36%
"Feb 1, 2008",4.49%
"Jan 1, 2008",4.35%
"Dec 1, 2007",4.57%
"Nov 1, 2007",4.56%
"Oct 1, 2007",4.83%
"Sep 1, 2007",4.84%
"Aug 1, 2007",5.00%
"Jul 1, 2007",5.19%
"Jun 1, 2007",5.29%
"May 1, 2007",4.98%
"Apr 1, 2007",4.95%
"Mar 1, 2007",4.81%
"Feb 1, 2007",4.93%
"Jan 1, 2007",4.95%
"Dec 1, 2006",4.78%
"Nov 1, 2006",4.78%
"Oct 1, 2006",4.94%
"Sep 1, 2006",4.93%
"Aug 1, 2006",5.08%
"Jul 1, 2006",5.25%
"Jun 1, 2006",5.29%
"May 1, 2006",5.35%
"Apr 1, 2006",5.22%
"Mar 1, 2006",4.91%
"Feb 1, 2006",4.73%
"Jan 1, 2006",4.65%
"Dec 1, 2005",4.73%
"Nov 1, 2005",4.83%
"Oct 1, 2005",4.74%
"Sep 1, 2005",4.51%
"Aug 1, 2005",4.53%
"Jul 1, 2005",4.48%
"Jun 1, 2005",4.35%
"May 1, 2005",4.56%
"Apr 1, 2005",4.75%
"Mar 1, 2005",4.89%
"Feb 1, 2005",4.61%
"Jan 1, 2005",4.77%
"Dec 1, 2004",4.88%
"Nov 1, 2004",4.89%
"Oct 1, 2004",4.85%
"Sep 1, 2004",4.89%
"Aug 1, 2004",5.07%
