Date,Value
"Dec 13, 2019",0.04%
"Dec 1, 2019",0.07%
"Nov 1, 2019",0.09%
"Oct 1, 2019",0.12%
"Sep 1, 2019",0.17%
"Aug 1, 2019",0.11%
"Jul 1, 2019",0.25%
"Jun 1, 2019",0.28%
"May 1, 2019",0.48%
"Apr 1, 2019",0.49%
"Mar 1, 2019",0.56%
"Feb 1, 2019",0.73%
"Jan 1, 2019",0.91%
"Dec 1, 2018",1.08%
"Nov 1, 2018",1.10%
"Oct 1, 2018",1.01%
"Sep 1, 2018",0.89%
"Aug 1, 2018",0.79%
"Jul 1, 2018",0.74%
"Jun 1, 2018",0.71%
"May 1, 2018",0.72%
"Apr 1, 2018",0.65%
"Mar 1, 2018",0.61%
"Feb 1, 2018",0.64%
"Jan 1, 2018",0.45%
"Dec 1, 2017",0.42%
"Nov 1, 2017",0.30%
"Oct 1, 2017",0.25%
"Sep 1, 2017",0.11%
"Aug 1, 2017",0.16%
"Jul 1, 2017",0.23%
"Jun 1, 2017",0.14%
"May 1, 2017",0.09%
"Apr 1, 2017",0.08%
"Mar 1, 2017",0.18%
"Feb 1, 2017",0.01%
"Jan 1, 2017",0.03%
"Dec 1, 2016",0.15%
"Nov 1, 2016",-0.06%
"Oct 1, 2016",-0.26%
"Sep 1, 2016",-0.17%
"Aug 1, 2016",-0.17%
"Jul 1, 2016",-0.32%
"Jun 1, 2016",-0.27%
"May 1, 2016",-0.22%
"Apr 1, 2016",-0.22%
"Mar 1, 2016",-0.03%
"Feb 1, 2016",0.14%
"Jan 1, 2016",0.33%
"Dec 1, 2015",0.46%
"Nov 1, 2015",0.40%
"Oct 1, 2015",0.21%
"Sep 1, 2015",0.33%
"Aug 1, 2015",0.31%
"Jul 1, 2015",0.14%
"Jun 1, 2015",0.05%
"May 1, 2015",-0.10%
"Apr 1, 2015",-0.26%
"Mar 1, 2015",0.04%
"Feb 1, 2015",0.11%
"Jan 1, 2015",0.17%
"Dec 1, 2014",0.37%
"Nov 1, 2014",0.14%
"Oct 1, 2014",0.06%
"Sep 1, 2014",0.10%
"Aug 1, 2014",-0.21%
"Jul 1, 2014",-0.27%
"Jun 1, 2014",-0.29%
"May 1, 2014",-0.34%
"Apr 1, 2014",-0.11%
"Mar 1, 2014",-0.14%
"Feb 1, 2014",-0.26%
"Jan 1, 2014",-0.09%
"Dec 1, 2013",-0.09%
"Nov 1, 2013",-0.38%
"Oct 1, 2013",-0.41%
"Sep 1, 2013",-0.17%
"Aug 1, 2013",-0.33%
"Jul 1, 2013",-0.45%
"Jun 1, 2013",-0.59%
"May 1, 2013",-1.14%
"Apr 1, 2013",-1.38%
"Mar 1, 2013",-1.43%
"Feb 1, 2013",-1.39%
"Jan 1, 2013",-1.39%
"Dec 1, 2012",-1.40%
"Nov 1, 2012",-1.38%
"Oct 1, 2012",-1.47%
"Sep 1, 2012",-1.47%
"Aug 1, 2012",-1.19%
"Jul 1, 2012",-1.15%
"Jun 1, 2012",-1.05%
"May 1, 2012",-1.12%
"Apr 1, 2012",-1.06%
"Mar 1, 2012",-1.03%
"Feb 1, 2012",-1.11%
"Jan 1, 2012",-0.92%
"Dec 1, 2011",-0.78%
"Nov 1, 2011",-0.85%
"Oct 1, 2011",-0.63%
"Sep 1, 2011",-0.72%
"Aug 1, 2011",-0.75%
"Jul 1, 2011",-0.49%
"Jun 1, 2011",-0.38%
"May 1, 2011",-0.34%
"Apr 1, 2011",-0.14%
"Mar 1, 2011",-0.09%
"Feb 1, 2011",0.25%
"Jan 1, 2011",0.06%
"Dec 1, 2010",0.20%
"Nov 1, 2010",-0.20%
"Oct 1, 2010",-0.33%
"Sep 1, 2010",0.13%
"Aug 1, 2010",0.13%
"Jul 1, 2010",0.34%
"Jun 1, 2010",0.34%
"May 1, 2010",0.41%
"Apr 1, 2010",0.62%
"Mar 1, 2010",0.56%
"Feb 1, 2010",0.42%
"Jan 1, 2010",0.42%
"Dec 1, 2009",0.43%
"Nov 1, 2009",0.48%
"Oct 1, 2009",0.83%
"Sep 1, 2009",1.03%
"Aug 1, 2009",1.29%
"Jul 1, 2009",1.18%
"Jun 1, 2009",1.18%
"May 1, 2009",1.07%
"Apr 1, 2009",1.11%
"Mar 1, 2009",1.23%
"Feb 1, 2009",1.29%
"Jan 1, 2009",1.58%
"Dec 1, 2008",1.76%
"Nov 1, 2008",3.69%
"Oct 1, 2008",2.75%
"Sep 1, 2008",1.55%
"Aug 1, 2008",1.15%
"Jul 1, 2008",0.84%
"Jun 1, 2008",0.97%
"May 1, 2008",0.79%
"Apr 1, 2008",0.62%
"Mar 1, 2008",0.23%
"Feb 1, 2008",0.65%
"Jan 1, 2008",0.86%
"Dec 1, 2007",1.27%
"Nov 1, 2007",1.35%
"Oct 1, 2007",2.01%
"Sep 1, 2007",2.14%
"Aug 1, 2007",2.39%
"Jul 1, 2007",2.59%
"Jun 1, 2007",2.65%
"May 1, 2007",2.29%
"Apr 1, 2007",2.12%
"Mar 1, 2007",2.04%
"Feb 1, 2007",2.34%
"Jan 1, 2007",2.47%
"Dec 1, 2006",2.28%
"Nov 1, 2006",2.41%
"Oct 1, 2006",2.51%
"Sep 1, 2006",2.38%
"Aug 1, 2006",2.27%
"Jul 1, 2006",2.46%
"Jun 1, 2006",2.45%
"May 1, 2006",2.30%
"Apr 1, 2006",2.26%
"Mar 1, 2006",2.09%
"Feb 1, 2006",1.98%
"Jan 1, 2006",1.93%
"Dec 1, 2005",2.09%
"Nov 1, 2005",1.97%
"Oct 1, 2005",1.70%
"Sep 1, 2005",1.40%
"Aug 1, 2005",1.71%
"Jul 1, 2005",1.67%
"Jun 1, 2005",1.39%
"May 1, 2005",1.28%
"Apr 1, 2005",1.23%
"Mar 1, 2005",1.29%
"Feb 1, 2005",1.08%
"Jan 1, 2005",1.13%
"Dec 1, 2004",0.92%
"Nov 1, 2004",0.90%
"Oct 1, 2004",0.97%
"Sep 1, 2004",1.10%
"Aug 1, 2004",1.12%
"Jul 1, 2004",1.29%
"Jun 1, 2004",1.41%
"May 1, 2004",1.34%
"Apr 1, 2004",1.02%
"Mar 1, 2004",0.52%
"Feb 1, 2004",0.86%
"Jan 1, 2004",1.09%
"Dec 1, 2003",1.23%
"Nov 1, 2003",1.27%
"Oct 1, 2003",1.21%
"Sep 1, 2003",1.29%
"Aug 1, 2003",1.48%
"Jul 1, 2003",1.30%
"Jun 1, 2003",0.91%
"May 1, 2003",1.18%
"Apr 1, 2003",1.36%
"Mar 1, 2003",1.09%
"Feb 1, 2003",1.24%
"Jan 1, 2003",1.65%
