Date,Value
"Dec 13, 2019",0.50%
"Dec 1, 2019",0.49%
"Nov 1, 2019",0.54%
"Oct 1, 2019",0.55%
"Sep 1, 2019",0.51%
"Aug 1, 2019",0.49%
"Jul 1, 2019",0.77%
"Jun 1, 2019",0.79%
"May 1, 2019",0.92%
"Apr 1, 2019",0.97%
"Mar 1, 2019",1.02%
"Feb 1, 2019",1.10%
"Jan 1, 2019",1.19%
"Dec 1, 2018",1.19%
"Nov 1, 2018",1.30%
"Oct 1, 2018",1.21%
"Sep 1, 2018",1.01%
"Aug 1, 2018",0.92%
"Jul 1, 2018",0.88%
"Jun 1, 2018",0.93%
"May 1, 2018",0.98%
"Apr 1, 2018",0.93%
"Mar 1, 2018",0.99%
"Feb 1, 2018",0.99%
"Jan 1, 2018",0.80%
"Dec 1, 2017",0.80%
"Nov 1, 2017",0.87%
"Oct 1, 2017",0.94%
"Sep 1, 2017",0.87%
"Aug 1, 2017",0.93%
"Jul 1, 2017",1.01%
"Jun 1, 2017",0.93%
"May 1, 2017",0.99%
"Apr 1, 2017",0.91%
"Mar 1, 2017",0.99%
"Feb 1, 2017",0.93%
"Jan 1, 2017",0.92%
"Dec 1, 2016",1.04%
"Nov 1, 2016",0.86%
"Oct 1, 2016",0.69%
"Sep 1, 2016",0.64%
"Aug 1, 2016",0.62%
"Jul 1, 2016",0.61%
"Jun 1, 2016",0.82%
"May 1, 2016",0.86%
"Apr 1, 2016",0.86%
"Mar 1, 2016",0.99%
"Feb 1, 2016",1.09%
"Jan 1, 2016",1.26%
"Dec 1, 2015",1.26%
"Nov 1, 2015",1.25%
"Oct 1, 2015",1.22%
"Sep 1, 2015",1.24%
"Aug 1, 2015",1.08%
"Jul 1, 2015",1.11%
"Jun 1, 2015",1.13%
"May 1, 2015",0.96%
"Apr 1, 2015",0.65%
"Mar 1, 2015",0.73%
"Feb 1, 2015",0.73%
"Jan 1, 2015",0.66%
"Dec 1, 2014",0.89%
"Nov 1, 2014",0.99%
"Oct 1, 2014",0.96%
"Sep 1, 2014",1.05%
"Aug 1, 2014",0.90%
"Jul 1, 2014",0.98%
"Jun 1, 2014",1.11%
"May 1, 2014",1.08%
"Apr 1, 2014",1.23%
"Mar 1, 2014",1.33%
"Feb 1, 2014",1.40%
"Jan 1, 2014",1.44%
"Dec 1, 2013",1.61%
"Nov 1, 2013",1.51%
"Oct 1, 2013",1.37%
"Sep 1, 2013",1.50%
"Aug 1, 2013",1.44%
"Jul 1, 2013",1.34%
"Jun 1, 2013",1.21%
"May 1, 2013",0.72%
"Apr 1, 2013",0.48%
"Mar 1, 2013",0.62%
"Feb 1, 2013",0.57%
"Jan 1, 2013",0.48%
"Dec 1, 2012",0.33%
"Nov 1, 2012",0.35%
"Oct 1, 2012",0.41%
"Sep 1, 2012",0.44%
"Aug 1, 2012",0.47%
"Jul 1, 2012",0.39%
"Jun 1, 2012",0.50%
"May 1, 2012",0.68%
"Apr 1, 2012",0.79%
"Mar 1, 2012",0.87%
"Feb 1, 2012",0.72%
"Jan 1, 2012",0.74%
"Dec 1, 2011",0.78%
"Nov 1, 2011",0.78%
"Oct 1, 2011",0.99%
"Sep 1, 2011",1.02%
"Aug 1, 2011",1.10%
"Jul 1, 2011",1.62%
"Jun 1, 2011",1.78%
"May 1, 2011",1.77%
"Apr 1, 2011",1.79%
"Mar 1, 2011",1.89%
"Feb 1, 2011",2.13%
"Jan 1, 2011",1.97%
"Dec 1, 2010",1.89%
"Nov 1, 2010",1.61%
"Oct 1, 2010",1.44%
"Sep 1, 2010",1.66%
"Aug 1, 2010",1.76%
"Jul 1, 2010",1.87%
"Jun 1, 2010",1.77%
"May 1, 2010",1.82%
"Apr 1, 2010",2.05%
"Mar 1, 2010",2.15%
"Feb 1, 2010",2.16%
