,Date,Adj Close IBM,Adj Close AAPL,Adj Close AMZN,Return IBM,Return AAPL,Return AMZN
8905,1997-05-15,27.815508,0.551582,1.958333,,,
8906,1997-05-16,27.195615999999998,0.536044,1.729167,-0.022285841409044327,-0.028169882265918877,-0.11702095608867347
8907,1997-05-19,26.995653000000004,0.528276,1.708333,-0.007352765975221609,-0.014491347725186787,-0.012048575990635801
8908,1997-05-20,27.795516999999997,0.536044,1.635417,0.029629362920022384,0.01470443480301964,-0.04268254491366741
8909,1997-05-21,28.015465000000003,0.5243909999999999,1.427083,0.007913074615593763,-0.021738887106282356,-0.1273889167105392
8910,1997-05-22,27.595545,0.516622,1.395833,-0.014988864186262885,-0.0148152809640133,-0.02189781533379631
8911,1997-05-23,27.735522999999997,0.5243909999999999,1.5,0.005072485431978135,0.015038074259322798,0.07462712229901425
8912,1997-05-27,28.675379,0.536044,1.583333,0.03388636298655712,0.02222196795902298,0.0555553333333334
8913,1997-05-28,28.835348,0.528276,1.53125,0.005578618507535715,-0.014491347725186787,-0.03289453324095448
8914,1997-05-29,28.075468,0.516622,1.505208,-0.026352378337864968,-0.02206043810432412,-0.017007020408163154
8915,1997-05-30,27.675537,0.516622,1.5,-0.014244856043005294,0.0,-0.0034599869253950644
8916,1997-06-02,27.875484000000004,0.5263329999999999,1.510417,0.007224683661964937,0.01879710891135078,0.006944666666666599
8917,1997-06-03,26.995653000000004,0.5185649999999999,1.479167,-0.03156289591240813,-0.01475871738994139,-0.020689650606421917
8918,1997-06-04,26.675696999999996,0.516622,1.416667,-0.011852130415219375,-0.0037468784048285686,-0.042253511604842475
8919,1997-06-05,26.515715000000004,0.5185649999999999,1.541667,-0.005997294091321881,0.003760970303238853,0.08823527335640624
8920,1997-06-06,27.395573,0.5205069999999999,1.65625,0.033182510824241174,0.0037449500062674,0.07432409203803414
8921,1997-06-09,27.795516999999997,0.516622,1.6875,0.014598855077789352,-0.007463876566501382,0.018867924528301883
8922,1997-06-10,27.595545,0.504969,1.583333,-0.007194397571377964,-0.022556143563379094,-0.06172859259259256
8923,1997-06-11,27.875484000000004,0.506912,1.541667,0.010144354822490431,0.0038477609516625044,-0.026315373961131483
8924,1997-06-12,28.195448,0.499143,1.604167,0.01147832984711572,-0.015326131557351186,0.04054053177502026
8925,1997-06-13,28.475399,0.491374,1.583333,0.009928943140041557,-0.01556467785784843,-0.012987425872742597
8926,1997-06-16,28.555376000000003,0.481663,1.572917,0.0028086349202693928,-0.01976295042065712,-0.006578527700742853
8927,1997-06-17,28.755369,0.507883,1.505208,0.007003689953163361,0.05443640055391419,-0.04304677233445875
8928,1997-06-18,28.475399,0.495258,1.510417,-0.009736268729502395,-0.02485808739414397,0.0034606512854036264
8929,1997-06-19,28.675379,0.489432,1.510417,0.007022904226908322,-0.011763565656688013,0.0
8930,1997-06-20,28.755369,0.483605,1.526042,0.0027895010559408906,-0.011905637555370219,0.010344825303211014
8931,1997-06-23,28.075468,0.477779,1.5,-0.023644314910373776,-0.012047021846341543,-0.017065061118894387
8932,1997-06-24,29.375248,0.475837,1.510417,0.046295933517475074,-0.004064640764872451,0.006944666666666599
8933,1997-06-25,29.395256,0.47001000000000004,1.510417,0.0006811176538832342,-0.012245790049954075,0.0
8934,1997-06-26,28.995323,0.45641499999999996,1.510417,-0.013605358633379527,-0.028924916491138708,0.0
8935,1997-06-27,29.195278000000002,0.45641499999999996,1.489583,0.006896112176436375,0.0,-0.013793541783494123
8936,1997-06-30,28.875349,0.44281899999999996,1.541667,-0.010958244686007146,-0.029788679162604192,0.03496549034192786
8937,1997-07-01,29.375248,0.40980200000000006,1.515625,0.017312310233895234,-0.07456093799046548,-0.01689210445576117
8938,1997-07-02,29.89517,0.405918,1.588542,0.01769932291295051,-0.009477747790396451,0.0481101855670103
8939,1997-07-03,30.335098,0.425339,1.911458,0.01471568818641944,0.04784463857232257,0.20327822619735603
8940,1997-07-07,30.235113000000002,0.429224,2.0,-0.0032960170427007718,0.009133890849416515,0.04632170835037952
8941,1997-07-08,30.635053999999997,0.427282,2.302083,0.013227699860092867,-0.004524444113097159,0.15104150000000005
8942,1997-07-09,30.775036,0.425339,2.322917,0.00456934072974069,-0.004547348121381134,0.009050064658832735
8943,1997-07-10,30.635053999999997,0.41174399999999994,2.5625,-0.004548556823784189,-0.031962740308318915,0.10313885515496257
8944,1997-07-11,30.635053999999997,0.47195200000000004,2.291667,0.0,0.1462267816895937,-0.10569092682926828
8945,1997-07-14,30.475096,0.485547,2.135417,-0.005221404212311653,0.028805895514798063,-0.0681818082644643
8946,1997-07-15,30.715038,0.495258,2.4375,0.007873379627745924,0.02000012357197134,0.1414632364545192
8947,1997-07-16,31.234941,0.510796,2.333333,0.016926659833531588,0.031373546717064826,-0.04273517948717942
8948,1997-07-17,31.874848999999998,0.543813,2.21875,0.02048692840495514,0.06463832919599999,-0.04910700701528681
8949,1997-07-18,33.434605,0.538958,2.15625,0.04893375338029049,-0.00892770125024589,-0.028169014084507005
8950,1997-07-21,33.194641,0.5020560000000001,2.182292,-0.007177114848523014,-0.06846915715139212,0.012077449275362362
8951,1997-07-22,32.954681,0.51468,2.135417,-0.00722887769745717,0.025144605382666496,-0.021479710322908185
8952,1997-07-23,33.634571,0.501085,2.291667,0.02063105996990222,-0.02641447112769102,0.07317072028554605
8953,1997-07-24,34.494431,0.491374,2.260417,0.025564767869344918,-0.019379945518225528,-0.013636361652892837
8954,1997-07-25,34.234482,0.504969,2.229167,-0.00753597008166329,0.02766731654503496,-0.013824882753934342
8955,1997-07-28,33.594582,0.510796,2.322917,-0.018691680510895314,0.011539322215819325,0.04205606847759724
8956,1997-07-29,32.914688,0.512738,2.479167,-0.020238203886567274,0.0038019091770491453,0.0672645643387173
8957,1997-07-30,33.91452,0.539929,2.447917,0.03037646900982338,0.05303098268511386,-0.012605040322011374
8958,1997-07-31,33.834540999999994,0.543813,2.395833,-0.0023582524535216143,0.007193538409679734,-0.021276865187831007
8959,1997-08-01,33.514590999999996,0.596252,2.416667,-0.009456312707182835,0.09642836783968023,0.008695931644651322
8960,1997-08-04,33.994492,0.6137319999999999,2.3125,0.014319166240160941,0.02931646350871775,-0.043103580261575125
8961,1997-08-05,34.074505,0.6137319999999999,2.208333,0.002353704829594294,0.0,-0.045045189189189094
8962,1997-08-06,34.514427000000005,0.817662,2.25,0.01291059107094883,0.33227858413770184,0.018868078319709936
8963,1997-08-07,34.482304,0.9070030000000001,2.177083,-0.0009307122496921005,0.10926397460075199,-0.03240755555555552
8964,1997-08-08,33.7999,0.833199,2.291667,-0.01978997691105555,-0.08137128543125005,0.052631893225935755
8965,1997-08-11,33.077335,0.763281,2.328125,-0.021377725969603523,-0.08391512711849158,0.015908943140517495
8966,1997-08-12,33.217846,0.685593,2.197917,0.004247954074897642,-0.10178165053237276,-0.055928268456375885
8967,1997-08-13,33.51889,0.7341479999999999,2.197917,0.00906271887707577,0.0708219016238496,0.0
8968,1997-08-14,33.278042,0.714726,2.15625,-0.007185440806661503,-0.02645515618104244,-0.018957494755261428
8969,1997-08-15,32.093845,0.722495,2.114583,-0.03558493615700098,0.010869899793767068,-0.019323826086956486
8970,1997-08-18,33.398464000000004,0.7341479999999999,2.041667,0.04065013088958347,0.0161288313413932,-0.034482448785410735
8971,1997-08-19,34.662968,0.759396,2.166667,0.03786114235672611,0.034390885761454104,0.06122447980008494
8972,1997-08-20,34.683021999999994,0.765223,2.166667,0.0005785424952644558,0.007673203440629273,0.0
8973,1997-08-21,33.960460999999995,0.745801,2.114583,-0.02083327686958758,-0.02538083669727642,-0.024038765532497508
8974,1997-08-22,34.161175,0.7341479999999999,2.125,0.005910226012538766,-0.015624811444339914,0.004926266786406508
8975,1997-08-25,33.71962,0.7166680000000001,2.21875,-0.012925638535559725,-0.023809912987571735,0.044117647058823595
8976,1997-08-26,33.177692,0.69142,2.34375,-0.016071592740368956,-0.03522970189822905,0.05633802816901401
8977,1997-08-27,33.358321999999994,0.705015,2.317708,0.005444320840641836,0.01966243383182431,-0.011111253333333293
8978,1997-08-28,32.475201,0.683651,2.375,-0.026473783663338857,-0.030302901356708656,0.02471924849894802
8979,1997-08-29,32.55547,0.675882,2.338542,0.002471701406867366,-0.011363985425312029,-0.015350736842105306
8980,1997-09-02,33.418533000000004,0.695304,2.354167,0.026510537246121846,0.028735785240618927,0.006681513524238625
8981,1997-09-03,33.257965000000006,0.699188,2.333333,-0.004804759083829269,0.005586045815930918,-0.00884983945488993
8982,1997-09-04,33.318195,0.699188,2.552083,0.0018109947496787182,0.0,0.09375001339285904
8983,1997-09-05,33.278042,0.689477,2.5,-0.0012051373131108933,-0.01388896834613873,-0.02040803531860058
8984,1997-09-08,33.037197,0.668113,3.0,-0.007237354890050285,-0.030985805182769055,0.19999999999999996
8985,1997-09-09,32.113911,0.677824,3.239583,-0.027946862441144638,0.01453496639041596,0.07986099999999996
8986,1997-09-10,31.150492,0.712784,3.302083,-0.0300000520023862,0.05157681049948071,0.01929260648669895
8987,1997-09-11,31.471621999999996,0.695304,3.15625,0.010308986451963431,-0.02452355832903086,-0.044163941366707093
8988,1997-09-12,31.391353999999996,0.685593,3.6875,-0.0025504881826554637,-0.013966552759656192,0.16831683168316824
8989,1997-09-15,30.909637,0.668113,3.09375,-0.01534553112936754,-0.025496176302850282,-0.1610169491525424
8990,1997-09-16,31.993483,0.681709,3.354167,0.035064986366549755,0.020349850998259367,0.08417519191919198
8991,1997-09-17,31.993483,0.677824,3.40625,0.0,-0.005698912585868743,0.015527849388536685
8992,1997-09-18,31.712491999999997,0.693362,3.291667,-0.00878275741343959,0.022923354735152612,-0.033639045871559636
8993,1997-09-19,31.87306,0.681709,3.947917,0.00506324132458591,-0.016806516653638415,0.1993670684185247
8994,1997-09-22,33.358321999999994,0.708899,4.5,0.046599291062734416,0.039885053593248676,0.13984159241443028
8995,1997-09-23,33.157623,0.675882,4.625,-0.006016459700820431,-0.04657504101430521,0.02777777777777768
8996,1997-09-24,32.615691999999996,0.668113,4.375,-0.016344084737316855,-0.011494610005888695,-0.05405405405405406
8997,1997-09-25,32.635773,0.65646,4.078125,0.0006156852351930642,-0.017441660317940144,-0.06785714285714284
8998,1997-09-26,32.95689,0.662287,4.1666669999999995,0.009839417623109581,0.008876397647990641,0.021711448275862022
8999,1997-09-29,33.71962,0.685593,4.0416669999999995,0.023143263821313154,0.03519018189999201,-0.02999999760000016
9000,1997-09-30,34.040745,0.67394,4.3385419999999995,0.009523387274233963,-0.016996964671459613,0.07345360218939367
9001,1997-10-01,33.237904,0.669084,4.0208330000000005,-0.023584707091457657,-0.007205389203786661,-0.07322943975187957
9002,1997-10-02,33.579105,0.681709,4.0104169999999995,0.010265418661778325,0.018869080713333375,-0.002590507986778179
9003,1997-10-03,33.498816999999995,0.687535,4.015625,-0.002391010719315023,0.008546168526453402,0.001298618073881208
9004,1997-10-06,33.659389000000004,0.681709,4.125,0.0047933632999639375,-0.008473750427250959,0.027237354085603016
9005,1997-10-07,34.301662,0.677824,4.0572919999999995,0.01908154066611245,-0.005698912585868743,-0.016414060606060765
9006,1997-10-08,33.7999,0.668113,4.0052080000000005,-0.014627920944471962,-0.014326727882164159,-0.012837133733534345
9007,1997-10-09,33.599182,0.675882,3.75,-0.005938419936153738,0.011628272462891776,-0.06371903781276789
9008,1997-10-10,33.699535,0.705015,3.901042,0.0029867691421772147,0.04310367786092839,0.04027786666666655
9009,1997-10-13,33.559036,0.705015,4.0,-0.004169167319371003,0.0,0.025367068593468156
9010,1997-10-14,33.177692,0.705015,3.979167,-0.011363377660788543,0.0,-0.005208250000000025
9011,1997-10-15,32.655842,0.739974,3.921875,-0.015728942206106433,0.04958617901746787,-0.014397988322681576
9012,1997-10-16,32.073765,0.668113,3.625,-0.0178245901606211,-0.09711287153332426,-0.07569721115537853
9013,1997-10-17,30.648714000000002,0.6253850000000001,3.625,-0.04443042467886138,-0.06395325341671221,0.0
9014,1997-10-20,31.311062,0.580715,3.822917,0.021610955683164956,-0.07142800035178343,0.054597793103448256
9015,1997-10-21,33.779839,0.592368,4.4270830000000005,0.07884679861705113,0.020066641984450184,0.15803795897216721
9016,1997-10-22,33.759766,0.5768300000000001,4.5208330000000005,-0.0005942301856443066,-0.026230316289873712,0.021176472182699024
9017,1997-10-23,32.234348,0.551582,4.5,-0.04518449565082894,-0.04377026160220521,-0.004608221537933499
9018,1997-10-24,31.471621999999996,0.51468,5.0260419999999995,-0.023661902514671596,-0.06690211065625784,0.11689822222222213
9019,1997-10-27,28.902517,0.5205069999999999,4.2708330000000005,-0.08163243063862413,0.011321597886065016,-0.1502591900346235
9020,1997-10-28,31.913206,0.563235,4.9479169999999995,0.10416701770299097,0.0820891938052708,0.1585367538370146
9021,1997-10-29,31.551907,0.543813,5.390625,-0.011321300655283584,-0.034482942288742824,0.08947361081440941
9022,1997-10-30,30.769138,0.512738,5.125,-0.02480892834781745,-0.0571428046037884,-0.049275362318840554
9023,1997-10-31,31.632209999999997,0.529247,5.0833330000000005,0.028049924570522355,0.03219773061485598,-0.008130146341463362
9024,1997-11-03,32.635773,0.539929,5.0729169999999995,0.031725984368464966,0.020183392631417885,-0.002049049314691964
9025,1997-11-04,32.736126,0.557409,4.9583330000000005,0.0030749386570374515,0.03237462703429528,-0.022587398926495084
9026,1997-11-05,32.997040000000005,0.571004,4.875,0.007970216145918085,0.024389631312016657,-0.016806656592044278
9027,1997-11-06,32.581978,0.590426,4.6614580000000005,-0.012578764640707396,0.034013772232769135,-0.04380348717948712
9028,1997-11-07,32.078239,0.6137319999999999,4.4791669999999995,-0.015460663560695864,0.03947319393116144,-0.03910600503104411
9029,1997-11-10,31.493883,0.580715,4.2083330000000005,-0.018216586016458147,-0.053797097104273495,-0.06046526061653856
9030,1997-11-11,31.917036,0.571004,3.947917,0.013436037721991978,-0.01672248865622561,-0.0618810346044385
9031,1997-11-12,31.151344,0.547697,3.770833,-0.02399007226109584,-0.04081757746005277,-0.04485504634469262
9032,1997-11-13,31.957328999999998,0.559351,3.859375,0.025873201490118625,0.02127818848743024,0.02348075345686218
9033,1997-11-14,32.723,0.572946,4.1666669999999995,0.02395916755120564,0.024304953419230335,0.07962221862348162
9034,1997-11-17,33.367785999999995,0.5748880000000001,4.375,0.01970436695901956,0.0033894991849146017,0.04999991600000686
9035,1997-11-18,32.9245,0.561293,4.4166669999999995,-0.013284849045723135,-0.0236480844964585,0.00952388571428564
9036,1997-11-19,33.226742,0.5671189999999999,4.5104169999999995,0.009179850870931983,0.010379605660501445,0.021226413492346108
9037,1997-11-20,33.770794,0.5748880000000001,4.5833330000000005,0.0163739195374617,0.01369906492288231,0.01616613275446621
9038,1997-11-21,34.032745,0.565177,4.4895830000000005,0.0077567320448550525,-0.016891985917256935,-0.020454546942148877
9039,1997-11-24,33.246899,0.547697,4.2291669999999995,-0.023090879093061734,-0.03092836403462995,-0.05800449618594894
9040,1997-11-25,34.617073,0.539929,4.203125,0.04121208417061695,-0.014183024555548096,-0.006157713800377107
9041,1997-11-26,35.382763,0.543813,4.2604169999999995,0.022118854473918148,0.007193538409679734,0.013630810408921779
9042,1997-11-28,35.302177,0.551582,4.125,-0.002277549664507439,0.014286160867798436,-0.03178491682856388
